"Closing_Price","YearSold","Living_Sq_Ft","Bedrooms","Bathrooms","Year_Built","Lot_Sq_Ft","Product_Type","Sale_Date","Subdivision_Name","Latitude","Longitude","Closing_Price_per_sqft"
273125,"2009-2013",1505,3,1,1930,240887,"SINGLE FAMILY","01/02/2013","WEST BERG TRACTS",45.655535,-110.940339,181.478405315615
285066,"2005-2008",3501,4,3.5,2007,15682,"SINGLE FAMILY","03/09/2007","SUNDANCE SPRINGS SOUTHEAST",45.636711,-111.034722,81.4241645244216
450870,"2005-2008",2824,4,3,1957,7841,"SINGLE FAMILY","07/09/2007","NORMANDY",45.674492,-111.055537,159.656515580737
203224,"2005-2008",1434,3,2.5,2004,2614,"TYPE UNKNOWN","04/28/2005","BROADWATER COURT",45.679274,-111.093165,141.718270571827
272562,"2009-2013",2202,3,2.5,2009,7405,"SINGLE FAMILY","06/22/2009","LEGENDS BRIDGER CREEK",45.704865,-111.015031,123.779291553134
369174,"2005-2008",5118,4,4,1999,50530,"SINGLE FAMILY","03/30/2005","SUMMER RIDGE",45.755643,-111.04241,72.1324736225088
332500,"2005-2008",1933,4,3,2001,44431,"SINGLE FAMILY","12/06/2006","CLOVER MEADOWS",45.665001,-110.98633,172.012415933782
345000,"2009-2013",2219,3,2.5,2001,15682,"SINGLE FAMILY","09/20/2012","SUNDANCE SPRINGS",45.638838,-111.036448,155.475439387111
259350,"2005-2008",1229,3,1,1950,7405,"SINGLE FAMILY","01/10/2006","NORMANDY",45.673833,-111.056254,211.025223759154
237006,"2005-2008",2072,5,2,1972,8712,"SINGLE FAMILY","06/27/2006","GRAF SOUTH REARRANGEMENT",45.683089,-111.060524,114.385135135135
307800,"2009-2013",2307,3,2,2002,12197,"SINGLE FAMILY","05/24/2013","ELK GROVE",45.641061,-111.1842,133.420026007802
240000,"2009-2013",720,2,1,1948,2614,"SINGLE FAMILY","07/03/2013","WEST PARK",45.677454,-111.050132,333.333333333333
171886,"2009-2013",1212,2,1.5,2004,11761,"SINGLE FAMILY","05/23/2011","BEATTY",45.661927,-111.06011,141.820132013201
355000,"2009-2013",1998,3,2.5,1995,50965,"SINGLE FAMILY","11/24/2010","HARVEST HILLS",45.755635,-111.033845,177.677677677678
106250,"2009-2013",2295,3,2,2002,11326,"SINGLE FAMILY","09/28/2012","ELK GROVE",45.641206,-111.181701,46.2962962962963
513443,"2005-2008",2938,5,4,2002,20473,"SINGLE FAMILY","08/31/2006","VALLEY GROVE",45.73188,-111.144251,174.759360108918
176973,"2005-2008",1808,4,2,1999,39204,"MOBILE HOMES","05/20/2005","RAINBOW",45.652821,-111.193173,97.883296460177
197500,"2009-2013",1411,3,2,2004,9583,"SINGLE FAMILY","11/23/2010","CATALINA CONDOS LAUREL GLEN",45.686901,-111.114624,139.971651311127
187500,"2009-2013",1574,3,2,2010,5227,"SINGLE FAMILY","07/23/2010","WEST WINDS",45.698687,-111.074354,119.123252858958
292156,"2009-2013",1271,3,2,1995,21780,"SINGLE FAMILY","08/15/2013","VALLEY GROVE",45.735251,-111.129788,229.863099921322
269990,"2005-2008",1968,3,2.5,2003,3920,"SINGLE FAMILY","09/04/2007","BAXTER MEADOWS",45.700682,-111.091054,137.190040650407
309624,"2005-2008",1478,2,2,1934,6534,"SINGLE FAMILY","08/20/2007","*Unknown or Custom Home",45.687448,-111.033955,209.48849797023
263340,"2005-2008",1721,3,2.5,2005,4356,"TYPE UNKNOWN","09/29/2005","WALTON HOMESTEAD NBHD",45.688069,-111.0552,153.015688553167
249000,"2009-2013",1940,4,3,2007,5227,"SINGLE FAMILY","07/13/2012","VALLEY WEST",45.682766,-111.0958,128.350515463918
232750,"2005-2008",2520,3,2,1969,51836,"SINGLE FAMILY","05/02/2007","*Unknown or Custom Home",45.732335,-111.099569,92.3611111111111
251436,"2005-2008",1298,3,2,2003,4792,"TYPE UNKNOWN","09/25/2007","WESTGLEN",45.68009,-111.07944,193.71032357473
791350,"2005-2008",4039,5,3,1972,741827,"SINGLE FAMILY","11/03/2005","ASPEN HEIGHTS",45.587007,-111.063654,195.927209705373
212500,"2009-2013",2087,4,2,1956,15246,"SINGLE FAMILY","05/09/2013","CAPITOL HILL",45.664294,-111.042887,101.820795400096
294000,"2005-2008",1788,3,2,2008,7841,"SINGLE FAMILY","08/28/2008","MEADOWBROOK ESTATES",45.662407,-111.119038,164.429530201342
168250,"2009-2013",1720,3,2,2001,8276,"SINGLE FAMILY","02/22/2012","HARVEST CREEK",45.685984,-111.073128,97.8197674418605
219450,"2005-2008",1558,3,2,2000,7405,"SINGLE FAMILY","06/29/2005","HARVEST CREEK",45.687166,-111.073457,140.853658536585
307857,"2005-2008",3457,5,4,2007,28314,"SINGLE FAMILY","01/31/2007","GALACTIC PARK",45.678596,-111.204647,89.0532253398901
435176,"2005-2008",1969,4,3,1910,6534,"SINGLE FAMILY","06/19/2007","WEST PARK",45.675791,-111.048405,221.013712544439
280000,"2009-2013",2328,3,2.5,2005,7841,"SINGLE FAMILY","05/28/2009","HARVEST CREEK",45.690333,-111.077467,120.274914089347
167639,"2009-2013",2323,4,2.5,1977,24829,"SINGLE FAMILY","08/07/2013","GARDNER PARK",45.63801,-111.027165,72.16487300904
292068,"2005-2008",1264,3,2,1998,7841,"SINGLE FAMILY","09/28/2006","GREENWAY",45.682331,-111.075641,231.066455696203
239281,"2009-2013",1230,3,2,1998,8712,"SINGLE FAMILY","08/23/2010","GREENWAY",45.68421,-111.075016,194.537398373984
281250,"2009-2013",1636,3,2,2010,5663,"SINGLE FAMILY","12/08/2010","VALLEY WEST",45.684219,-111.095864,171.913202933985
478800,"2005-2008",2080,3,2.5,1998,53143,"SINGLE FAMILY","06/25/2007","FORT ELLIS LEISURE COMMUNITY",45.663372,-110.986982,230.192307692308
339616,"2009-2013",3271,4,3.5,2004,7841,"SINGLE FAMILY","03/26/2012","ALDER CREEK",45.645649,-111.047582,103.82635279731
452200,"2005-2008",3266,4,3.5,2004,8276,"SINGLE FAMILY","09/22/2006","ALDER CREEK",45.646033,-111.04827,138.456827924066
183000,"2009-2013",1038,2,2,2006,3049,"TYPE UNKNOWN","09/28/2011","LEGENDS BRIDGER CREEK",45.706067,-111.020012,176.300578034682
200000,"2009-2013",1728,3,2.5,1992,10454,"SINGLE FAMILY","07/16/2012","VALLEY",45.680334,-111.089881,115.740740740741
173437,"2009-2013",1084,2,1,1957,14375,"SINGLE FAMILY","09/10/2013","RAINBOW",45.6647442237,-111.187422271,159.997232472325
521250,"2005-2008",3987,3,3.5,2005,444748,"SINGLE FAMILY","02/14/2008","CERT SURVEY",45.6355612905,-110.828748616,130.737396538751
225765,"2009-2013",1383,3,2.5,2005,7841,"TYPE UNKNOWN","07/12/2012","MEADOWBROOK ESTATES",45.662196,-111.122541,163.24295010846
826875,"2009-2013",4104,3,2.5,2004,100188,"SINGLE FAMILY","07/21/2009","GRANDVIEW HEIGHTS",45.741452,-111.006004,201.480263157895
166392,"2005-2008",1144,3,1,1984,9583,"SINGLE FAMILY","12/05/2008","VALLEY",45.680577,-111.088172,145.447552447552
389000,"2009-2013",2221,3,2,2002,57064,"SINGLE FAMILY","04/26/2011","MOUNT ELLIS MEADOWS",45.660956,-110.981595,175.146330481765
381250,"2009-2013",2759,4,3.5,1997,114127,"SINGLE FAMILY","06/22/2010","LAZY ESTATES",45.622594,-111.071322,138.184124682856
391020,"2009-2013",3469,6,4.5,1970,46609,"SINGLE FAMILY","09/30/2013","MOUNTAIN MEADOWS",45.660081,-111.000246,112.71836264053
103387,"2009-2013",1080,3,2,1998,4792,"CONDOMINIUM","03/30/2009","SUNLIGHT CONDOS FOWLER",45.679126,-111.073832,95.7287037037037
277802,"2005-2008",1685,3,2,2007,4356,"SINGLE FAMILY","06/23/2008","WALTON HOMESTEAD NBHD",45.686514,-111.05706,164.86765578635
732138,"2005-2008",3181,4,4.5,1999,47480,"SINGLE FAMILY","08/15/2006","SUMMER RIDGE",45.757171,-111.047535,230.159698208111
272250,"2009-2013",2160,3,3,2007,5663,"SINGLE FAMILY","07/10/2009","BAXTER MEADOWS",45.702621,-111.092695,126.041666666667
186200,"2005-2008",2404,3,2.5,2007,7405,"SINGLE FAMILY","08/22/2007","ALDER CREEK",45.647155,-111.053579,77.4542429284526
83715,"2005-2008",2044,4,3,2005,10454,"SINGLE FAMILY","02/15/2005","LAUREL GLEN",45.686073,-111.115846,40.956457925636
249687,"2009-2013",1876,4,2,1982,51401,"SINGLE FAMILY","09/23/2011","MOUNTAIN VIEW",45.742752,-111.106541,133.095415778252
345521,"2009-2013",1701,3,2.5,2002,20909,"SINGLE FAMILY","07/18/2013","VALLEY GROVE",45.735318,-111.140479,203.128159905938
353780,"2005-2008",2236,4,3,1998,21344,"SINGLE FAMILY","05/13/2005","VALLEY GROVE",45.73543,-111.133387,158.220035778175
212800,"2005-2008",1566,2,2,1991,875120,"TYPE UNKNOWN","07/27/2006","BATTLE RIDGE RANCH COS",45.8826534048,-110.822122392,135.887611749681
593213,"2005-2008",2380,4,2.5,2003,10454,"SINGLE FAMILY","10/05/2006","GRAF SOUTH",45.659782,-111.022197,249.249159663866
223008,"2009-2013",1274,3,2,1955,6534,"SINGLE FAMILY","01/22/2011","WEST SIDE",45.676073,-111.052689,175.045525902669
380380,"2005-2008",1248,3,2,1977,40511,"SINGLE FAMILY","03/20/2006","HYALITE HEIGHTS",45.615167,-111.060651,304.791666666667
94546,"2009-2013",1506,3,2,2009,5227,"SINGLE FAMILY","12/22/2009","VALLEY WEST",45.685152,-111.095566,62.7795484727756
249000,"2009-2013",1286,3,1,1940,5663,"SINGLE FAMILY","08/08/2013","WEST PARK",45.674847,-111.051051,193.623639191291
484785,"2005-2008",3310,5,3,2005,12197,"SINGLE FAMILY","10/25/2006","ELK GROVE",45.64458,-111.180479,146.460725075529
220312,"2009-2013",2408,6,3,1962,9148,"SINGLE FAMILY","01/12/2012","MILWAUKEE",45.661977,-111.041427,91.4916943521595
337500,"2009-2013",2854,4,3,2006,9148,"SINGLE FAMILY","06/26/2013","WEST MEADOWS",45.64612,-111.037819,118.255080588648
208477,"2005-2008",1440,2,1,1999,6098,"SINGLE FAMILY","09/02/2005","DURSTON MEADOWS",45.688649,-111.070684,144.775694444444
299875,"2005-2008",3213,4,2.5,1983,49658,"SINGLE FAMILY","06/25/2008","MOUNTAIN VIEW",45.738299,-111.103373,93.3317771553066
172900,"2005-2008",2091,3,2,1957,21780,"SINGLE FAMILY","08/26/2005","LONGACRES",45.655218,-111.026054,82.6877092300335
244130,"2009-2013",2256,3,2,2007,9148,"SINGLE FAMILY","04/27/2011","OAK SPRINGS",45.691564,-111.088704,108.21365248227
166606,"2009-2013",1176,3,2,1999,3485,"TYPE UNKNOWN","09/16/2009","VALLEY CREEK",45.674433,-111.087843,141.671768707483
299250,"2005-2008",3216,4,3,2005,13939,"SINGLE FAMILY","08/06/2005","BRIDGER CREEK",45.711012,-111.029406,93.0503731343284
213500,"2009-2013",1466,3,2,2004,7841,"SINGLE FAMILY","08/13/2010","MEADOWBROOK ESTATES",45.662219,-111.119969,145.634379263301
150290,"2005-2008",2895,3,2.5,1971,9148,"SINGLE FAMILY","08/29/2006","UNIVERSITY",45.66452,-111.033898,51.9136442141623
262437,"2009-2013",1568,3,2,2002,8276,"SINGLE FAMILY","06/09/2009","HARVEST CREEK",45.6880991396,-111.075964524,167.370535714286
172900,"2005-2008",1469,3,2,1978,43560,"SINGLE FAMILY","07/18/2005","HYALITE FOOTHILLS",45.586961,-111.090077,117.699115044248
241812,"2009-2013",1860,3,2,2004,10019,"SINGLE FAMILY","07/10/2009","ALDER CREEK",45.648564,-111.049487,130.006451612903
277704,"2005-2008",1040,3,1,1963,7405,"SINGLE FAMILY","05/14/2007","NEW HYALITE VIEW",45.658056,-111.019709,267.023076923077
229687,"2009-2013",1945,4,2,2002,7841,"SINGLE FAMILY","03/31/2011","FERGUSON MEADOWS",45.685387,-111.091969,118.091002570694
208750,"2005-2008",1451,3,2,1996,4356,"CONDOMINIUM","05/23/2008","GREENWAY",45.684623,-111.073455,143.866299104066
172781,"2009-2013",1064,2,2,1994,3485,"TYPE UNKNOWN","08/23/2012","WESTGATE",45.681335,-111.07526,162.388157894737
187500,"2009-2013",3455,3,4,2005,8712,"SINGLE FAMILY","01/20/2012","VALLEY WEST",45.6810754042,-111.100154976,54.2691751085383
55820,"2005-2008",1612,3,3,2007,5227,"SINGLE FAMILY","10/11/2006","BAXTER MEADOWS",45.702898,-111.092699,34.6277915632754
590520,"2005-2008",3544,4,3,1984,43996,"SINGLE FAMILY","07/25/2007","SOURDOUGH RIDGE",45.645134,-111.016268,166.625282167043
496875,"2009-2013",3384,3,3,2005,74923,"SINGLE FAMILY","03/11/2010","GRANDVIEW HEIGHTS",45.734632,-111.015094,146.830673758865
276507,"2005-2008",1420,3,2,2003,6534,"SINGLE FAMILY","11/17/2005","HARVEST CREEK",45.686482,-111.082224,194.72323943662
521250,"2009-2013",2575,3,2.5,1999,39204,"SINGLE FAMILY","10/25/2011","SPIRIT HILLS",45.752637,-111.058533,202.427184466019
235000,"2005-2008",1769,3,2.5,2008,7950,"CONDOMINIUM","03/28/2008","CRYSTAL MORNING CONDOS TRADITIO",45.687362,-111.108211,132.843414358395
295925,"2005-2008",1244,3,1,1959,11326,"SINGLE FAMILY","07/25/2006","FAR WESTERN",45.679315,-111.071722,237.881832797428
185136,"2005-2008",1369,3,2,1995,3485,"TYPE UNKNOWN","08/08/2005","VALLEY CREEK",45.674482,-111.084342,135.234477720964
344375,"2009-2013",2004,3,2,2003,21780,"SINGLE FAMILY","12/06/2012","VALLEY GROVE",45.734481,-111.136792,171.84381237525
274711,"2005-2008",1611,3,2,2004,9583,"SINGLE FAMILY","05/20/2005","LAUREL GLEN",45.690009,-111.116389,170.522036002483
175000,"2009-2013",1492,3,2,2010,5227,"SINGLE FAMILY","12/02/2010","MEADOW CREEK",45.644658,-111.0741,117.292225201072
199375,"2009-2013",1416,3,2,1997,25700,"SINGLE FAMILY","08/13/2012","VALLEY GROVE",45.729818,-111.137222,140.801553672316
250000,"2009-2013",1114,3,1,1910,11326,"SINGLE FAMILY","07/18/2012","BEALLS RD",45.683683,-111.037672,224.416517055655
215460,"2005-2008",5134,3,4,2007,16117,"SINGLE FAMILY","08/01/2005","SUNDANCE SPRINGS",45.639866,-111.035944,41.967276977016
202000,"2009-2013",1103,2,1,1920,19166,"SINGLE FAMILY","05/04/2012","BEALLS",45.682929,-111.033478,183.136899365367
341145,"2005-2008",1600,3,2,1997,20909,"SINGLE FAMILY","06/30/2005","WYLIE CREEK ESTATES",45.724346,-111.136501,213.215625
320506,"2005-2008",2024,3,2.5,2007,7841,"SINGLE FAMILY","02/21/2008","LAUREL GLEN",45.686567,-111.117558,158.352766798419
445312,"2005-2008",2049,3,2.5,2008,7841,"SINGLE FAMILY","05/27/2008","VALLEY WEST",45.681438,-111.102196,217.331381161542
332500,"2005-2008",1528,3,2,2001,9583,"SINGLE FAMILY","09/14/2005","FERGUSON MEADOWS",45.681396,-111.09317,217.604712041885
213672,"2005-2008",1224,3,2,1947,56192,"SINGLE FAMILY","08/02/2005","LONGACRES",45.653683,-111.024489,174.56862745098
518700,"2005-2008",2537,4,2.5,2006,6534,"SINGLE FAMILY","10/30/2006","HARVEST CREEK",45.688724,-111.080328,204.4540796216
298000,"2009-2013",868,2,1,1900,6534,"SINGLE FAMILY","10/30/2009","BABCOCK DAVIS",45.68193,-111.030602,343.31797235023
244454,"2009-2013",1656,3,2,2009,8712,"SINGLE FAMILY","11/24/2009","OAK SPRINGS",45.686098,-111.089982,147.617149758454
315875,"2005-2008",1568,3,2.5,2005,7841,"SINGLE FAMILY","10/07/2005","HARVEST CREEK",45.6887165496,-111.081098191,201.450892857143
162375,"2009-2013",1796,3,2.5,2008,4356,"SINGLE FAMILY","02/24/2009","VALLEY WEST",45.68254,-111.094747,90.4092427616927
274750,"2009-2013",2168,3,3,1984,61420,"SINGLE FAMILY","10/25/2012","SECOND PINE VIEW",45.595593,-111.073486,126.729704797048
420014,"2005-2008",2344,4,1.5,1991,87120,"SINGLE FAMILY","11/23/2005","BLUE GRASS MEADOWS",45.652526,-111.130468,179.186860068259
262000,"2009-2013",2636,3,2.5,2004,9583,"SINGLE FAMILY","10/21/2010","LAUREL GLEN",45.69024,-111.116387,99.3930197268589
380000,"2009-2013",2580,2,2,1983,45738,"SINGLE FAMILY","06/25/2013","MOUNTAIN VIEW",45.745723,-111.107199,147.286821705426
169900,"2009-2013",2186,4,2.5,2005,8250,"CONDOMINIUM","08/24/2012","PALMER CONDOS",45.687322,-111.116937,77.7218664226898
274375,"2005-2008",1923,3,2,1930,5227,"SINGLE FAMILY","07/31/2008","*Unknown or Custom Home",45.675561,-111.044956,142.680707228289
364462,"2005-2008",1863,3,1.5,1962,13504,"SINGLE FAMILY","08/04/2006","SPRING DELL",45.668802,-111.036487,195.63177670424
215625,"2005-2008",1078,2,2,1902,8712,"SINGLE FAMILY","08/11/2008","BEALLS ND",45.682561,-111.035399,200.02319109462
244000,"2009-2013",2024,3,1.5,1977,9148,"SINGLE FAMILY","06/30/2011","NEW HYALITE VIEW",45.660249,-111.019413,120.553359683794
179816,"2005-2008",1434,3,2.5,2004,4792,"TYPE UNKNOWN","04/29/2005","BROADWATER COURT",45.678608,-111.093172,125.39470013947
347336,"2005-2008",1434,2,1.5,1956,6534,"SINGLE FAMILY","08/27/2007","GLENDALE",45.674475,-111.054215,242.214783821478
318136,"2005-2008",2484,5,2,1950,6970,"SINGLE FAMILY","08/05/2005","BUTTE",45.666356,-111.039878,128.074074074074
485000,"2009-2013",2930,4,2,1932,10019,"SINGLE FAMILY","06/11/2009","CAPITOL HILL",45.669444,-111.045134,165.529010238908
180500,"2009-2013",1252,3,2,2007,6098,"SINGLE FAMILY","10/12/2012","VALLEY WEST",45.68408,-111.095418,144.169329073482
363755,"2005-2008",1392,3,1,1975,9148,"SINGLE FAMILY","07/27/2006","NEW HYALITE VIEW",45.65852,-111.020602,261.318247126437
286814,"2005-2008",2236,3,2,1970,8712,"SINGLE FAMILY","06/22/2005","GRAFS REARG",45.6826,-111.061208,128.271019677996
478125,"2009-2013",2604,3,2,1966,8712,"SINGLE FAMILY","12/02/2013","MARWYN",45.676602,-111.021514,183.611751152074
270000,"2005-2008",1500,3,2,1998,7405,"SINGLE FAMILY","05/21/2008","NEW HYALITE VIEW",45.662227,-111.021177,180
123155,"2009-2013",2000,3,2,2010,4792,"SINGLE FAMILY","11/18/2010","LEGENDS BRIDGER CREEK",45.704956,-111.012204,61.5775
330353,"2009-2013",2700,4,2.5,2002,11326,"SINGLE FAMILY","11/08/2012","ELK GROVE",45.640792,-111.185071,122.352962962963
243656,"2005-2008",1593,3,2,1994,10454,"SINGLE FAMILY","07/26/2005","VALLEY",45.681108,-111.089855,152.954174513497
239300,"2005-2008",2484,4,2.5,1965,7841,"SINGLE FAMILY","10/19/2005","WEST PARK MANOR",45.6824,-111.063067,96.3365539452496
234479,"2005-2008",2985,5,3,1942,10019,"SINGLE FAMILY","01/13/2005","WEST SIDE",45.675771,-111.05225,78.5524288107203
305000,"2009-2013",2304,4,3,1976,22651,"SINGLE FAMILY","10/01/2012","HILLCREST",45.64031,-111.024199,132.378472222222
228375,"2009-2013",2005,3,1.5,1958,10019,"SINGLE FAMILY","05/11/2012","THOMPSON",45.662784,-111.041423,113.902743142145
278768,"2005-2008",1596,3,2,1994,14375,"SINGLE FAMILY","07/03/2006","MARWYN",45.676494,-111.019262,174.666666666667
228250,"2009-2013",1697,3,2,2010,4792,"SINGLE FAMILY","06/11/2010","LEGENDS BRIDGER CREEK",45.703943,-111.015247,134.50206246317
355526,"2009-2013",1820,4,3,1975,470012,"SINGLE FAMILY","06/17/2013","CAMERON BRIDGE PROPERTIES",45.74245,-111.242872,195.343956043956
259950,"2009-2013",1830,3,2,2009,7405,"SINGLE FAMILY","08/27/2009","NORTH STAR",45.683781,-111.193557,142.049180327869
239400,"2005-2008",1362,3,2,2001,6534,"SINGLE FAMILY","03/18/2005","HARVEST CREEK",45.691015,-111.072935,175.770925110132
214597,"2009-2013",1652,3,2,2001,26136,"SINGLE FAMILY","10/18/2011","VALLEY GROVE",45.731816,-111.143484,129.901331719128
1995000,"2005-2008",4495,5,5,2004,871200,"SINGLE FAMILY","07/31/2006","CERT SURVEY",45.624811,-110.992554,443.826473859844
521250,"2005-2008",5434,5,5.5,2006,87991,"SINGLE FAMILY","12/31/2007","TRIPLE TREE RANCH",45.615645,-110.99753,95.9238130290762
490770,"2005-2008",2686,4,2.5,2005,7405,"SINGLE FAMILY","09/01/2006","BAXTER MEADOWS",45.700917,-111.094423,182.714072970961
266000,"2005-2008",3200,3,3,1996,872071,"SINGLE FAMILY","08/30/2005","CERTIFICATE SURV",45.623782,-111.077795,83.125
521250,"2009-2013",3501,4,3.5,2007,15682,"SINGLE FAMILY","05/20/2009","SUNDANCE SPRINGS SOUTHEAST",45.636711,-111.034722,148.886032562125
287500,"2005-2008",1510,3,2.5,2007,5227,"SINGLE FAMILY","08/22/2008","WEST WINDS",45.694901,-111.07432,190.397350993377
249907,"2005-2008",2356,4,2.5,2005,3920,"SINGLE FAMILY","08/22/2005","BAXTER MEADOWS",45.700774,-111.092635,106.072580645161
393813,"2005-2008",2178,5,2,2003,7405,"SINGLE FAMILY","06/15/2007","HARVEST CREEK",45.688044,-111.078558,180.814049586777
403579,"2005-2008",2184,3,2,2005,12197,"SINGLE FAMILY","10/21/2005","ELK GROVE",45.640331,-111.177566,184.788919413919
390687,"2009-2013",2734,3,2,1991,64904,"SINGLE FAMILY","04/02/2009","BAXTER CREEK",45.732432,-111.118091,142.899414776884
191763,"2009-2013",1520,3,2,2009,6534,"SINGLE FAMILY","02/15/2013","OAK SPRINGS",45.688529,-111.08966,126.159868421053
462045,"2009-2013",2952,4,4,1927,6098,"SINGLE FAMILY","11/08/2013","BEALLS RD",45.68258,-111.041023,156.519308943089
230000,"2009-2013",1074,2,1,1920,6534,"SINGLE FAMILY","03/14/2011","TRACYS",45.68157,-111.041995,214.15270018622
420280,"2005-2008",3071,5,4,2004,12632,"SINGLE FAMILY","01/21/2005","ELK GROVE",45.645389,-111.177529,136.854444806252
250520,"2005-2008",1556,3,2,1998,19602,"SINGLE FAMILY","06/06/2008","VALLEY GROVE",45.729675,-111.139985,161.002570694087
237000,"2005-2008",1548,3,2,1984,8712,"SINGLE FAMILY","07/03/2008","FIGGINS",45.655497,-111.044038,153.100775193798
464170,"2005-2008",1488,4,2,1932,6098,"SINGLE FAMILY","07/09/2007","*Unknown or Custom Home",45.67697,-111.046972,311.942204301075
255227,"2005-2008",1368,3,2,2001,7841,"SINGLE FAMILY","12/01/2005","FERGUSON MEADOWS",45.680584,-111.092484,186.569444444444
277843,"2005-2008",1701,3,2.5,2005,7841,"SINGLE FAMILY","08/18/2005","MEADOWBROOK ESTATES",45.662372,-111.119534,163.340975896531
498143,"2005-2008",3274,3,2.5,2003,16553,"SINGLE FAMILY","08/31/2005","SUNDANCE SPRINGS",45.639888,-111.034013,152.151191203421
299000,"2009-2013",2582,4,1.5,2009,9148,"SINGLE FAMILY","04/01/2010","NORTH STAR",45.683426,-111.191277,115.801704105345
423937,"2009-2013",2988,3,3,2006,81893,"SINGLE FAMILY","10/05/2011","MINOR",45.586428,-111.187423,141.879852744311
391445,"2005-2008",2582,3,3,2001,23958,"SINGLE FAMILY","05/23/2005","VALLEY GROVE",45.736254,-111.135546,151.605344694036
258187,"2009-2013",2012,3,3,1993,8712,"SINGLE FAMILY","03/16/2011","CASCADE",45.682699,-111.085717,128.323558648111
325000,"2005-2008",2475,3,2.5,2008,27878,"SINGLE FAMILY","09/08/2008","VALLEY GROVE",45.729674,-111.141462,131.313131313131
308560,"2005-2008",1772,3,2,1976,40075,"SINGLE FAMILY","08/29/2005","HYALITE HEIGHTS",45.619803,-111.061181,174.130925507901
250000,"2009-2013",1156,2,1,1930,6098,"SINGLE FAMILY","09/09/2013","GUYS ND",45.674799,-111.033992,216.262975778547
152950,"2005-2008",2257,4,3,2003,6098,"SINGLE FAMILY","06/30/2006","ANNIE",45.687191,-111.069416,67.766947275144
375000,"2005-2008",2004,3,2,2003,21780,"SINGLE FAMILY","07/18/2008","VALLEY GROVE",45.734481,-111.136792,187.125748502994
372400,"2005-2008",2019,4,2.5,2005,7405,"SINGLE FAMILY","06/26/2007","MEADOWBROOK ESTATES",45.662992,-111.122539,184.447746409113
179550,"2005-2008",2096,3,2,2006,8276,"SINGLE FAMILY","07/31/2006","ALDER CREEK",45.645645,-111.049445,85.6631679389313
212800,"2005-2008",2304,4,2,1994,61420,"SINGLE FAMILY","01/06/2005","HARVEST HILLS",45.759976,-111.033953,92.3611111111111
365390,"2009-2013",2799,4,2.5,1997,12632,"SINGLE FAMILY","10/03/2012","BRIDGER CREEK",45.711884,-111.030622,130.543051089675
140390,"2009-2013",1828,2,2.5,2009,6970,"SINGLE FAMILY","03/25/2011","HARVEST CREEK",45.6882633186,-111.080113912,76.7997811816193
344470,"2005-2008",1701,3,2.5,2002,20909,"SINGLE FAMILY","04/13/2006","VALLEY GROVE",45.733041,-111.142817,202.510288065844
363622,"2005-2008",2688,4,3,1986,10454,"SINGLE FAMILY","04/18/2006","*Unknown or Custom Home",45.660458,-111.02333,135.276041666667
272650,"2005-2008",2016,4,2,1976,20038,"SINGLE FAMILY","06/27/2005","MOUNTAIN VIEW",45.742475,-111.111452,135.243055555556
271320,"2005-2008",1508,2,2,1950,6098,"SINGLE FAMILY","11/27/2006","TRACYS",45.68182,-111.044058,179.920424403183
204875,"2005-2008",1354,3,2,1997,4356,"TYPE UNKNOWN","04/03/2008","WILLOW",45.681382,-111.076774,151.310930576071
308875,"2005-2008",1834,3,2,2005,7841,"SINGLE FAMILY","12/15/2005","MEADOWBROOK ESTATES",45.661834,-111.121604,168.416030534351
249875,"2009-2013",1563,3,2,2004,9148,"SINGLE FAMILY","09/02/2009","HARVEST CREEK",45.685995,-111.081185,159.868841970569
215219,"2009-2013",1508,3,2.5,1993,9583,"SINGLE FAMILY","03/25/2010","CASCADE",45.683295,-111.083671,142.718169761273
414960,"2005-2008",1998,3,2.5,2007,6098,"SINGLE FAMILY","03/08/2007","OAK SPRINGS",45.691882,-111.089756,207.687687687688
314000,"2009-2013",2700,4,2,2003,12197,"SINGLE FAMILY","06/06/2012","ELK GROVE",45.643437,-111.187554,116.296296296296
184981,"2009-2013",1481,3,2,2001,6098,"SINGLE FAMILY","05/25/2012","HARVEST CREEK",45.689309,-111.074091,124.90276839973
325983,"2005-2008",1768,4,3,1984,7405,"SINGLE FAMILY","04/11/2007","FIGGINS",45.653897,-111.045004,184.379524886878
223506,"2005-2008",1440,3,2,1995,4792,"CONDOMINIUM","05/16/2005","BROOKSIDE",45.679164,-111.070519,155.2125
325850,"2005-2008",1977,3,2.5,2005,6970,"SINGLE FAMILY","01/30/2006","HARVEST CREEK",45.690006,-111.080614,164.820435002529
210140,"2005-2008",1752,3,2,2004,6534,"SINGLE FAMILY","03/31/2005","HARVEST CREEK",45.689027,-111.081876,119.942922374429
148125,"2009-2013",1352,3,1.5,1962,14375,"SINGLE FAMILY","11/07/2012","*Unknown or Custom Home",45.663178,-111.060686,109.559911242604
305450,"2009-2013",2044,4,2,1989,87556,"SINGLE FAMILY","07/30/2010","HYALITE FOOTHILLS",45.582166,-111.084571,149.437377690802
200495,"2009-2013",1898,4,3,1910,6970,"SINGLE FAMILY","03/22/2013","SPRINGBROOK",45.681746,-111.048532,105.63487881981
398000,"2009-2013",2570,3,2,1910,8712,"SINGLE FAMILY","07/16/2012","BUTTE",45.671081,-111.041298,154.863813229572
